Date,ATXS
2018-08-29,46.560001373291016
2018-08-30,47.81999969482422
2018-08-31,42.599998474121094
2018-09-04,43.20000076293945
2018-09-05,45.47999954223633
2018-09-06,44.52000045776367
2018-09-07,42.41999816894531
2018-09-10,44.400001525878906
2018-09-11,46.7400016784668
2018-09-12,48.0
2018-09-13,49.2599983215332
2018-09-14,45.65999984741211
2018-09-17,45.65999984741211
2018-09-18,46.20000076293945
2018-09-19,48.84000015258789
2018-09-20,49.79999923706055
2018-09-21,50.63999938964844
2018-09-24,51.0
2018-09-25,52.31999969482422
2018-09-26,49.439998626708984
2018-09-27,49.380001068115234
2018-09-28,48.0
2018-10-01,50.220001220703125
2018-10-02,51.0
2018-10-03,46.619998931884766
2018-10-04,45.540000915527344
2018-10-05,44.400001525878906
2018-10-08,46.20000076293945
2018-10-09,45.599998474121094
2018-10-10,43.560001373291016
2018-10-11,43.439998626708984
2018-10-12,43.20000076293945
2018-10-15,40.560001373291016
2018-10-16,39.720001220703125
2018-10-17,38.279998779296875
2018-10-18,41.52000045776367
2018-10-19,42.0
2018-10-22,40.79999923706055
2018-10-23,40.20000076293945
2018-10-24,40.79999923706055
2018-10-25,38.939998626708984
2018-10-26,39.0
2018-10-29,38.099998474121094
2018-10-30,37.86000061035156
2018-10-31,38.58000183105469
2018-11-01,41.099998474121094
2018-11-02,39.599998474121094
2018-11-05,39.599998474121094
2018-11-06,40.380001068115234
2018-11-07,40.79999923706055
2018-11-08,42.0
2018-11-09,41.400001525878906
2018-11-12,38.70000076293945
2018-11-13,39.47999954223633
2018-11-14,38.400001525878906
2018-11-15,38.52000045776367
2018-11-16,37.439998626708984
2018-11-19,36.060001373291016
2018-11-20,34.79999923706055
2018-11-21,35.279998779296875
2018-11-23,34.20000076293945
2018-11-26,34.79999923706055
2018-11-27,36.0
2018-11-28,37.619998931884766
2018-11-29,39.540000915527344
2018-11-30,37.380001068115234
2018-12-03,39.0
2018-12-04,37.5
2018-12-06,35.70000076293945
2018-12-07,36.0
2018-12-10,36.0
2018-12-11,36.900001525878906
2018-12-12,36.65999984741211
2018-12-13,37.5
2018-12-14,35.52000045776367
2018-12-17,31.799999237060547
2018-12-18,32.040000915527344
2018-12-19,31.200000762939453
2018-12-20,30.059999465942383
2018-12-21,27.0
2018-12-24,25.020000457763672
2018-12-26,23.81999969482422
2018-12-27,24.0
2018-12-28,24.479999542236328
2018-12-31,26.219999313354492
2019-01-02,26.579999923706055
2019-01-03,27.600000381469727
2019-01-04,29.81999969482422
2019-01-07,30.65999984741211
2019-01-08,29.8799991607666
2019-01-09,31.31999969482422
2019-01-10,32.459999084472656
2019-01-11,32.15999984741211
2019-01-14,32.459999084472656
2019-01-15,33.0
2019-01-16,37.439998626708984
2019-01-17,40.13999938964844
2019-01-18,39.720001220703125
2019-01-22,37.5
2019-01-23,35.58000183105469
2019-01-24,36.47999954223633
2019-01-25,37.08000183105469
2019-01-28,34.91999816894531
2019-01-29,35.279998779296875
2019-01-30,36.959999084472656
2019-01-31,38.220001220703125
2019-02-01,36.959999084472656
2019-02-04,36.900001525878906
2019-02-05,36.29999923706055
2019-02-06,27.719999313354492
2019-02-07,27.0
2019-02-08,26.100000381469727
2019-02-11,26.760000228881836
2019-02-12,26.700000762939453
2019-02-13,26.34000015258789
2019-02-14,26.579999923706055
2019-02-15,25.68000030517578
2019-02-19,27.299999237060547
2019-02-20,27.360000610351562
2019-02-21,28.799999237060547
2019-02-22,29.399999618530273
2019-02-25,29.760000228881836
2019-02-26,29.81999969482422
2019-02-27,29.579999923706055
2019-02-28,28.920000076293945
2019-03-01,29.399999618530273
2019-03-04,29.81999969482422
2019-03-05,29.15999984741211
2019-03-06,28.920000076293945
2019-03-07,30.1200008392334
2019-03-08,32.459999084472656
2019-03-11,33.65999984741211
2019-03-12,33.84000015258789
2019-03-13,33.599998474121094
2019-03-14,34.79999923706055
2019-03-15,40.2599983215332
2019-03-18,44.099998474121094
2019-03-19,42.65999984741211
2019-03-20,44.70000076293945
2019-03-21,44.7599983215332
2019-03-22,43.79999923706055
2019-03-25,43.5
2019-03-26,42.779998779296875
2019-03-27,43.7400016784668
2019-03-28,45.36000061035156
2019-03-29,47.52000045776367
2019-04-01,46.08000183105469
2019-04-02,46.439998626708984
2019-04-03,48.720001220703125
2019-04-04,50.220001220703125
2019-04-05,51.2400016784668
2019-04-08,53.099998474121094
2019-04-09,52.2599983215332
2019-04-10,57.84000015258789
2019-04-11,53.939998626708984
2019-04-12,54.060001373291016
2019-04-15,51.060001373291016
2019-04-16,49.91999816894531
2019-04-17,49.20000076293945
2019-04-18,48.599998474121094
2019-04-22,49.68000030517578
2019-04-23,49.08000183105469
2019-04-24,48.720001220703125
2019-04-25,47.15999984741211
2019-04-26,47.279998779296875
2019-04-29,46.91999816894531
2019-04-30,45.060001373291016
2019-05-01,45.47999954223633
2019-05-02,45.29999923706055
2019-05-03,46.619998931884766
2019-05-06,47.400001525878906
2019-05-07,46.13999938964844
2019-05-08,46.08000183105469
2019-05-09,46.02000045776367
2019-05-10,45.060001373291016
2019-05-13,45.2400016784668
2019-05-14,47.459999084472656
2019-05-15,51.0
2019-05-16,49.5
2019-05-17,47.7599983215332
2019-05-20,46.619998931884766
2019-05-21,49.31999969482422
2019-05-22,48.060001373291016
2019-05-23,44.34000015258789
2019-05-24,43.7400016784668
2019-05-28,41.459999084472656
2019-05-29,41.279998779296875
2019-05-30,40.5
2019-05-31,41.15999984741211
2019-06-03,40.02000045776367
